22.49,7.31E-02
22.27,9.15E-02
22.03,1.14E-01
21.74,1.42E-01
21.41,1.76E-01
21.03,2.18E-01
20.59,2.68E-01
20.1,3.29E-01
19.55,4.01E-01
18.95,4.86E-01
18.31,5.86E-01
17.64,7.01E-01
16.95,8.34E-01
16.24,9.84E-01
15.53,1.154
14.82,1.343
14.12,1.552
13.45,1.781
12.79,2.031
12.16,2.301
11.56,2.59
10.99,2.899
10.45,3.227
9.94,3.573
9.462,3.937
9.014,4.318
8.594,4.716
8.202,5.129
7.835,5.557
7.493,5.999
7.174,6.455
6.875,6.925
6.597,7.407
6.336,7.902
6.093,8.409
5.865,8.927
5.651,9.456
5.45,9.995
5.261,10.54
5.083,11.1
4.915,11.67
4.756,12.25
4.606,12.84
4.463,13.43
4.327,14.04
4.198,14.65
4.074,15.27
3.956,15.89
3.842,16.53
3.733,17.16
3.628,17.81
3.527,18.46
3.429,19.11
3.335,19.77
3.243,20.43
3.154,21.09
3.068,21.76
2.985,22.43
2.904,23.1
2.826,23.77
2.751,24.44
2.677,25.11
2.607,25.78
2.539,26.45
2.473,27.13
2.409,27.8
2.348,28.47
2.289,29.13
2.232,29.8
2.177,30.46
2.124,31.13
2.074,31.79
2.025,32.44
1.977,33.1
1.932,33.75
1.888,34.4
1.846,35.05
1.806,35.7
1.766,36.34
1.728,36.98
1.692,37.62
